key,name,city,state,country,lat,long,vip
00M,Thigpen,Bay Springs,MS,USA,31.95,-89.23,False
00R,Livingston Municipal,Livingston,TX,USA,30.69,-95.02,False
00V,Meadow Lake,Colorado Springs,CO,USA,38.95,-104.57,False
01G,Perry-Warsaw,Perry,NY,USA,42.74,-78.05,False
01J,Hilliard Airpark,Hilliard,FL,USA,30.69,-81.91,False
01M,Tishomingo County,Belmont,MS,USA,34.49,-88.20,False
02A,Gragg-Wade,Clanton,AL,USA,32.85,-86.61,False
02C,Capitol,Brookfield,WI,USA,43.09,-88.18,False
02G,Columbiana County,East Liverpool,OH,USA,40.67,-80.64,False
03D,Memphis Memorial,Memphis,MO,USA,40.45,-92.23,False
04M,Calhoun County,Pittsboro,MS,USA,33.93,-89.34,False
04Y,Hawley Municipal,Hawley,MN,USA,46.88,-96.35,False
05C,Griffith-Merrillville,Griffith,IN,USA,41.52,-87.40,False
05F,Gatesville - City/County,Gatesville,TX,USA,31.42,-97.80,False
05U,Eureka,Eureka,NV,USA,39.60,-116.01,False
06A,Moton  Municipal,Tuskegee,AL,USA,32.46,-85.68,False
06C,Schaumburg,Chicago/Schaumburg,IL,USA,41.99,-88.10,False
06D,Rolla Municipal,Rolla,ND,USA,48.88,-99.62,False
06M,Eupora Municipal,Eupora,MS,USA,33.53,-89.31,False
06N,Randall,Middletown,NY,USA,41.43,-74.39,False
06U,Jackpot/Hayden,Jackpot,NV,USA,41.98,-114.66,False
07C,Dekalb County,Auburn,IN,USA,41.31,-85.06,False
07F,Gladewater Municipal,Gladewater,TX,USA,32.53,-94.97,False
07G,Fitch H Beach,Charlotte,MI,USA,42.57,-84.81,False
07K,Central City Municipal,Central City,NE,USA,41.12,-98.05,False
08A,Wetumpka Municipal,Wetumpka,AL,USA,32.53,-86.33,False
08D,Stanley Municipal,Stanley,ND,USA,48.30,-102.41,False
08K,Harvard State,Harvard,NE,USA,40.65,-98.08,False
08M,Carthage-Leake County,Carthage,MS,USA,32.76,-89.53,False
09A,Butler-Choctaw County,Butler,AL,USA,32.12,-88.13,False
09J,Jekyll Island,Jekyll Island,GA,USA,31.07,-81.43,False
09K,Sargent Municipal,Sargent,NE,USA,41.64,-99.34,False
09M,Charleston Municipal,Charleston,MS,USA,33.99,-90.08,False
09W,South Capitol Street,Washington,DC,USA,38.87,-77.01,False
0A3,Smithville Municipal,Smithville,TN,USA,35.99,-85.81,False
0A8,Bibb County,Centreville,AL,USA,32.94,-87.09,False
0A9,Elizabethton Municipal,Elizabethton,TN,USA,36.37,-82.17,False
0AK,Pilot Station,Pilot Station,AK,USA,61.93,-162.89,False
0B1,Col. Dyke,Bethel,ME,USA,44.43,-70.81,False
0B4,Hartington Municipal,Hartington,NE,USA,42.60,-97.25,False
0B5,Turners Falls,Montague,MA,USA,42.59,-72.52,False
0B7,Warren-Sugar Bush,Warren,VT,USA,44.12,-72.83,False
0B8,Elizabeth,Fishers Island,NY,USA,41.25,-72.03,False
0C0,Dacy,Chicago/Harvard,IL,USA,42.40,-88.63,False
0C4,Pender Municipal,Pender,NE,USA,42.11,-96.73,False
0D1,South Haven Municipal,South Haven,MI,USA,42.35,-86.26,False
0D8,Gettysburg Municipal,Gettysburg,SD,USA,44.99,-99.95,False
0E0,Moriarty,Moriarty,NM,USA,34.99,-106.01,False
0E8,Crownpoint,Crownpoint,NM,USA,35.72,-108.20,False
0F2,Bowie Municipal,Bowie,TX,USA,33.60,-97.78,False
0F4,Loup City Municipal,Loup City,NE,USA,41.29,-98.99,False
0F7,Fountainhead Lodge Airpark,Eufaula,OK,USA,35.39,-95.60,False
0F8,William R Pogue Municipal,Sand Springs,OK,USA,36.18,-96.15,False
0F9,Tishomingo Airpark,Tishomingo,OK,USA,34.20,-96.68,False
0G0,North Buffalo Suburban,Lockport,NY,USA,43.10,-78.70,False
0G3,Tecumseh Municipal,Tecumseh,NE,USA,40.40,-96.17,False
0G6,Williams County,Bryan,OH,USA,41.47,-84.51,False
0G7,Finger Lakes Regional,Seneca Falls,NY,USA,42.88,-76.78,False
0H1,Trego Wakeeney,Wakeeney,KS,USA,39.00,-99.89,False
0I8,Cynthiana-Harrison County,Cynthiana,KY,USA,38.37,-84.28,False
0J0,Abbeville Municipal,Abbeville,AL,USA,31.60,-85.24,False
0J4,Florala Municipal,Florala,AL,USA,31.04,-86.31,False
0J6,Headland Municipal,Headland,AL,USA,31.36,-85.31,False
0K7,Humboldt Municipal,Humboldt,IA,USA,42.74,-94.25,False
0L5,Goldfield,Goldfield,NV,USA,37.72,-117.24,False
0L7,Jean,Jean,NV,USA,35.77,-115.33,False
0L9,Echo Bay,Overton,NV,USA,36.31,-114.46,False
0M0,Dumas Municipal,Dumas,AR,USA,33.88,-91.53,False
0M1,Scott,Parsons,TN,USA,35.64,-88.13,False
0M4,Benton County,Camden,TN,USA,36.01,-88.12,False
0M5,Humphreys County,Waverly,TN,USA,36.12,-87.74,False
0M6,Panola County,Batesville,MS,USA,34.37,-89.90,False
0M8,Byerley,Lake Providence,LA,USA,32.83,-91.19,False
0O3,Calaveras Co-Maury Rasmussen,San Andreas,CA,USA,38.15,-120.65,False
0O4,Corning Municipal,Corning,CA,USA,39.94,-122.17,False
0O5,University,Davis,CA,USA,38.53,-121.79,False
0Q5,Shelter Cove,Shelter Cove,CA,USA,40.03,-124.07,False
0Q6,Shingletown,Shingletown,CA,USA,40.52,-121.82,False
0R0,Columbia-Marion County,Columbia,MS,USA,31.30,-89.81,False
0R1,Atmore Municipal,Atmore,AL,USA,31.02,-87.45,False
0R3,Abbeville Chris Crusta Memorial,Abbeville,LA,USA,29.98,-92.08,False
0R4,Concordia Parish,Vidalia,LA,USA,31.57,-91.50,False
0R5,David G Joyce,Winnfield,LA,USA,31.96,-92.66,False
0R7,Red River,Coushatta,LA,USA,31.99,-93.31,False
0S7,Dorothy Scott,Oroville,WA,USA,48.96,-119.41,False
0S9,Jefferson County International,Port Townsend,WA,USA,48.05,-122.80,False
0V2,Harriet Alexander,Salida,CO,USA,38.54,-106.05,False
0V3,Pioneer Village,Minden,NE,USA,40.51,-98.95,False
0V4,Brookneal/Campbell County,Brookneal,VA,USA,37.14,-79.02,False
0V6,Mission Sioux,Mission,SD,USA,43.31,-100.63,False
0V7,Kayenta,Kayenta,AZ,USA,36.71,-110.24,False
10C,Galt,Chicago/Greenwood/Wonderlake,IL,USA,42.40,-88.38,False
10D,Winsted Municipal,Winsted,MN,USA,44.95,-94.07,False
10G,Holmes County,Millersburg,OH,USA,40.54,-81.95,False
10N,Wallkill,Wallkill,NY,USA,41.63,-74.13,False
10U,Owyhee,Owyhee,NV,USA,41.95,-116.19,False
11A,Clayton Municipal,Clayton,AL,USA,31.88,-85.48,False
11D,Clarion Cty,Clarion,PA,USA,41.23,-79.44,False
11IS,Schaumburg Heliport,Chicago/Schaumburg,IL,USA,42.05,-88.05,False
11J,Early County,Blakely,GA,USA,31.40,-84.90,False
11R,Brenham Municipal,Brenham,TX,USA,30.22,-96.37,False
12C,Rochelle Municipal,Rochelle,IL,USA,41.89,-89.08,False
12D,Tower Municipal,Tower,MN,USA,47.82,-92.29,False
12J,Brewton Municipal,Brewton,AL,USA,31.05,-87.07,False
12K,Superior Municipal,Superior,NE,USA,40.05,-98.06,False
12Y,Le Sueur Municipal,Le Sueur,MN,USA,44.44,-93.91,False
13C,Lakeview,Lakeview,MI,USA,43.45,-85.26,False
13K,Eureka Municipal,Eureka,KS,USA,37.85,-96.29,False
13N,Trinca,Andover,NJ,USA,40.97,-74.78,False
14J,Carl Folsom,Elba,AL,USA,31.41,-86.09,False
14M,Hollandale Municipal,Hollandale,MS,USA,33.18,-90.83,False
14Y,Todd Field,Long Prairie,MN,USA,45.90,-94.87,False
15F,Haskell Municipal,Haskell,TX,USA,33.19,-99.72,False
15J,Cook County,Adel,GA,USA,31.14,-83.45,False
15M,Luka,Luka,MS,USA,34.77,-88.17,False
15Z,McCarthy 2,McCarthy,AK,USA,61.44,-142.90,False
16A,Nunapitchuk,Nunapitchuk,AK,USA,60.91,-162.44,False
16G,Seneca County,Tiffin,OH,USA,41.09,-83.21,False
16J,Dawson Municipal,Dawson,GA,USA,31.74,-84.42,False
16S,Myrtle Creek Municipal,Myrtle Creek,OR,USA,43.00,-123.31,False
17G,Port Bucyrus-Crawford County,Bucyrus,OH,USA,40.78,-82.97,False
17J,Donalsonville Municipal,Donalsonville,GA,USA,31.01,-84.88,False
17K,Boise City,Boise City,OK,USA,36.77,-102.51,False
17M,Magee Municipal,Magee,MS,USA,31.86,-89.80,False
17N,Cross Keys,Cross Keys,NJ,USA,39.71,-75.03,False
17Z,Manokotak,Manokotak,AK,USA,58.99,-159.05,False
18A,Franklin County,Canon,GA,USA,34.34,-83.13,False
18I,McCreary County,Pine Knot,KY,USA,36.70,-84.39,False
19A,Jackson County,Jefferson,GA,USA,34.17,-83.56,False
19M,C A Moore,Lexington,MS,USA,33.13,-90.03,False
19N,Camden,Berlin,NJ,USA,39.78,-74.95,False
19P,Port Protection SPB,Port Protection,AK,USA,56.33,-133.61,False
1A3,Martin Campbell,Copperhill,TN,USA,35.02,-84.35,False
1A5,Macon County,Franklin,NC,USA,35.22,-83.42,False
1A6,Middlesboro-Bell County,Middlesboro,KY,USA,36.61,-83.74,False
1A7,Jackson County,Gainesboro,TN,USA,36.40,-85.64,False
1A9,Autauga County,Prattville,AL,USA,32.44,-86.51,False
1B0,Dexter Regional,Dexter,ME,USA,45.01,-69.24,False
1B1,Columbia Cty,Hudson,NY,USA,42.29,-73.71,False
1B3,Fair Haven,Fair Haven,VT,USA,43.62,-73.27,False
1B9,Mansfield Municipal,Mansfield,MA,USA,42.00,-71.20,False
1C5,Clow,Chicago/Plainfield,IL,USA,41.70,-88.13,False
1D1,Milbank Municipal,Milbank,SD,USA,45.23,-96.57,False
1D2,Canton -Plymouth -  Mettetal,Plymouth,MI,USA,42.35,-83.46,False
1D3,Platte Municipal,Platte,SD,USA,43.40,-98.83,False
1D6,Hector Municipal,Hector,MN,USA,44.73,-94.71,False
1D7,Webster Municipal,Webster,SD,USA,45.29,-97.51,False
1D8,Redfield Municipal,Redfield,SD,USA,44.86,-98.53,False
1F0,Downtown Ardmore,Ardmore,OK,USA,34.15,-97.12,False
1F1,Lake Murray State Park,Overbrook,OK,USA,34.08,-97.11,False
1F4,Madill Municipal,Madill,OK,USA,34.14,-96.81,False
1F9,Bridgeport Municipal,Bridgeport,TX,USA,33.18,-97.83,False
1G0,Wood County,Bowling Green,OH,USA,41.39,-83.63,False
1G3,Kent State University,Kent,OH,USA,41.15,-81.42,False
1G4,Grand Canyon West,Peach Springs,AZ,USA,35.99,-113.82,False
1G5,Freedom,Medina,OH,USA,41.13,-81.76,False
1G6,Michael,Cicero,NY,USA,43.18,-76.13,False
1H0,Creve Coeur,St Louis,MO,USA,38.73,-90.51,False
1H2,Effingham County Memorial,Effingham,IL,USA,39.07,-88.53,False
1H3,Linn State Tech. College,Linn,MO,USA,38.47,-91.82,False
1H8,Casey Municipal,Casey,IL,USA,39.30,-88.00,False
1I5,Freehold,Freehold,NY,USA,42.36,-74.07,False
1I9,Delphi Municipal,Delphi,IN,USA,40.54,-86.68,False
1J0,Tri-County,Bonifay,FL,USA,30.85,-85.60,False
1K2,Lindsay Municipal,Lindsay,OK,USA,34.85,-97.59,False
1K4,David J. Perry,Goldsby,OK,USA,35.16,-97.47,False
1K5,Waynoka Municipal,Waynoka,OK,USA,36.57,-98.85,False
1K9,Satanta Municipal,Satanta,KS,USA,37.45,-100.99,False
1L0,St. John the Baptist Parish,Reserve,LA,USA,30.09,-90.58,False
1L1,Lincoln Co,Panaca,NV,USA,37.79,-114.42,False
1L7,Escalante Municipal,Escalante,UT,USA,37.75,-111.57,False
1L9,Parowan,Parowan,UT,USA,37.86,-112.82,False
1M1,North Little Rock Municipal,No Lit Rock,AR,USA,34.83,-92.26,False
1M2,Belzoni Municipal,Belzoni,MS,USA,33.15,-90.52,False
1M4,Posey,Haleyville,AL,USA,34.28,-87.60,False
1M5,Portland Municipal,Portland,TN,USA,36.59,-86.48,False
1M7,Fulton,Fulton,KY,USA,36.53,-88.92,False
1MO,Mountain Grove Memorial,Mountain Grove,MO,USA,37.12,-92.31,False
1N2,Spadaro,East Moriches,NY,USA,40.83,-72.75,False
1N4,Woodbine Muni,Woodbine,NJ,USA,39.22,-74.79,False
1N7,Blairstown,Blairstown,NJ,USA,40.97,-75.00,False
1N9,Allentown Queen City Muni,Allentown,PA,USA,40.57,-75.49,False
1ND3,Hamry,Kindred,ND,USA,46.65,-97.01,False
1O1,Grandfield Municipal,Grandfield,OK,USA,34.24,-98.74,False
1O2,Lampson,Lakeport,CA,USA,38.99,-122.90,False
1O3,Lodi,Lodi,CA,USA,38.20,-121.27,False
1O4,Thomas Municipal,Thomas,OK,USA,35.73,-98.73,False
1O6,Dunsmuir Municipal-Mott,Dunsmuir,CA,USA,41.26,-122.27,False
1R1,Jena,Jena,LA,USA,31.67,-92.16,False
1R7,Brookhaven-Lincoln County,Brookhaven,MS,USA,31.61,-90.41,False
1R8,Bay Minette Municipal,Bay Minette,AL,USA,30.87,-87.82,False
1S0,Pierce County,Puyallup,WA,USA,47.10,-122.29,False
1S3,Tillitt,Forsyth,MT,USA,46.27,-106.62,False
1S5,Sunnyside Municipal,Sunnyside,WA,USA,46.33,-119.97,False
1S6,Priest River Muni,Priest River,ID,USA,48.19,-116.91,False
1U7,Bear Lake County,Paris,ID,USA,42.25,-111.34,False
1V0,Navajo State Park,Navajo Dam,NM,USA,36.81,-107.65,False
1V2,Grant County,Hyannis,NE,USA,42.01,-101.77,False
1V5,Boulder Muni,Boulder,CO,USA,40.04,-105.23,False
1V6,Fremont County,Canon City,CO,USA,38.43,-105.11,False
1V9,Blake,Delta,CO,USA,38.79,-108.06,False
20A,Robbins,Oneonta,AL,USA,33.97,-86.38,False
20M,Macon Municipal,Macon,MS,USA,33.13,-88.54,False
20N,Kingston-Ulster,Kingston,NY,USA,41.99,-73.96,False
20U,Beach,Beach,ND,USA,46.92,-103.98,False
20V,McElroy Airfield,Kremmling,CO,USA,40.05,-106.37,False
21D,Lake Elmo,St Paul,MN,USA,45.00,-92.86,False
21F,Jacksboro Municipal,Jacksboro,TX,USA,33.23,-98.15,False
22B,Mountain Meadow Airstrip,Burlington,CT,USA,41.77,-73.01,False
22I,Vinton County,McArthur,OH,USA,39.33,-82.44,False
22M,Pontotoc County,Pontotoc,MS,USA,34.28,-89.04,False
22N,Carbon Cty-Jake Arner Memorial,Lehighton,PA,USA,40.81,-75.76,False
23J,Herlong,Jacksonville,FL,USA,30.28,-81.81,False
23M,Clarke County,Quitman,MS,USA,32.08,-88.74,False
23N,Bayport Aerodrome,Bayport,NY,USA,40.76,-73.05,False
23R,Devine Municipal,Devine,TX,USA,29.14,-98.94,False
24A,Jackson County,Sylva,NC,USA,35.32,-83.21,False
24J,Suwannee County,Live Oak,FL,USA,30.30,-83.02,False
24N,Jicarilla Apache Nation,Dulce,NM,USA,36.83,-106.88,False
25J,Cuthbert-Randolph,Cuthbert,GA,USA,31.70,-84.82,False
25M,Ripley,Ripley,MS,USA,34.72,-89.02,False
25R,International,Edinburg,TX,USA,26.44,-98.13,False
26A,Ashland/Lineville,Ashland/Lineville,AL,USA,33.29,-85.80,False
26N,Ocean City Muni cipal,Ocean City,NJ,USA,39.26,-74.61,False
26R,Jackson County,Edna/Ganado,TX,USA,29.00,-96.58,False
26U,McDermitt State,McDermitt,OR,USA,42.00,-117.72,False
27A,Elbert County-Patz,Elberton,GA,USA,34.10,-82.82,False
27D,Myers,Canby,MN,USA,44.73,-96.26,False
27J,Newberry Municipal,Newberry,SC,USA,34.31,-81.64,False
27K,Georgetown-Scott County,Georgetown,KY,USA,38.23,-84.43,False
28J,Kay Larkin,Palatka,FL,USA,29.66,-81.69,False
29D,Grove City,Grove City,PA,USA,41.15,-80.17,False
29G,Portage County,Ravenna,OH,USA,41.21,-81.25,False
29S,Gardiner,Gardiner,MT,USA,45.05,-110.75,False
2A0,Mark Anton,Dayton,TN,USA,35.49,-84.93,False
2A1,Jamestown Municipal,Jamestown,TN,USA,36.35,-84.95,False
2A3,Larsen Bay,Larsen Bay,AK,USA,57.54,-153.98,False
2A9,Kotlik,Kotlik,AK,USA,63.03,-163.53,False
2AK,Lime Village,Lime Village,AK,USA,61.36,-155.44,False
2B3,Parlin,Newport,NH,USA,43.39,-72.19,False
2B7,Pittsfield Municipal,Pittsfield,ME,USA,44.77,-69.37,False
2B9,Post Mills,Post Mills,VT,USA,43.88,-72.25,False
2D1,Barber,Alliance,OH,USA,40.97,-81.10,False
2D5,Oakes Municipal,Oakes,ND,USA,46.17,-98.08,False
2F5,Lamesa Municipal,Lamesa,TX,USA,32.76,-101.92,False
2F6,Skiatook Municipal,Skiatook,OK,USA,36.36,-96.01,False
2F7,Commerce Municipal,Commerce,TX,USA,33.29,-95.90,False
2F8,Morehouse Memorial,Bastrop,LA,USA,32.76,-91.88,False
2G2,Jefferson County Airpark,Steubenville,OH,USA,40.36,-80.70,False
2G3,Connellsville,Connellsville,PA,USA,39.96,-79.66,False
2G4,Garrett County,Oakland,MD,USA,39.58,-79.34,False
2G9,Somerset County,Somerset,PA,USA,40.04,-79.01,False
2H0,Shelby County,Shelbyville,IL,USA,39.41,-88.85,False
2H2,Aurora Memorial Municipal,Aurora,MO,USA,36.96,-93.70,False
2I0,Madisonville Municipal,Madisonville,KY,USA,37.36,-87.40,False
2I5,Chanute,Rantoul,IL,USA,40.29,-88.14,False
2IS,Airglades,Clewiston,FL,USA,26.74,-81.05,False
2J2,Liberty County,Hinesville,GA,USA,31.78,-81.64,False
2J3,Louisville Municipal,Louisville,GA,USA,32.99,-82.39,False
2J5,Millen,Millen,GA,USA,32.89,-81.97,False
2J9,Quincy Municipal,Quincy,FL,USA,30.60,-84.56,False
2K3,Stanton County Municipal,Johnson,KS,USA,37.58,-101.73,False
2K4,Scott,Mangum,OK,USA,34.89,-99.53,False
2K5,Telida,Telida,AK,USA,63.39,-153.27,False
2M0,Princeton-Caldwell County,Princeton,KY,USA,37.12,-87.86,False
2M2,Lawrenceburg Municipal,Lawrenceburg,TN,USA,35.23,-87.26,False
2M3,Sallisaw Municipal,Sallisaw,OK,USA,35.44,-94.80,False
2M4,G. V. Montgomery,Forest,MS,USA,32.35,-89.49,False
2M8,Charles W. Baker,Millington,TN,USA,35.28,-89.93,False
2O1,Gansner,Quincy,CA,USA,39.94,-120.95,False
2O3,Angwin-Parrett,Angwin,CA,USA,38.58,-122.44,False
2O6,Chowchilla,Chowchilla,CA,USA,37.11,-120.25,False
2O7,Independence,Independence,CA,USA,36.81,-118.21,False
2O8,Hinton Municipal,Hinton,OK,USA,35.51,-98.34,False
2P2,Washington Island,Washington Island,WI,USA,45.39,-86.92,False
2Q3,Yolo Co-Davis/Woodland/Winters,Davis/Woodland/Winters,CA,USA,38.58,-121.86,False
2R0,Waynesboro Municipal,Waynesboro,MS,USA,31.65,-88.63,False
2R4,Peter Prince,Milton,FL,USA,30.64,-86.99,False
2R5,St Elmo,St Elmo,AL,USA,30.50,-88.28,False
2R9,Karnes County,Kenedy,TX,USA,28.83,-97.87,False
2S1,Vashon Municipal,Vashon,WA,USA,47.46,-122.48,False
2S6,Sportsman Airpark,Newberg,OR,USA,45.30,-122.96,False
2S7,Chiloquin State,Chiloquin,OR,USA,42.58,-121.88,False
2S8,Wilbur,Wilbur,WA,USA,47.75,-118.74,False
2T1,Muleshoe Municipal,Muleshoe,TX,USA,34.19,-102.64,False
2V1,Stevens,Pagosa Springs,CO,USA,37.28,-107.06,False
2V2,Vance Brand,Longmont,CO,USA,40.16,-105.16,False
2V5,Wray Municipal,Wray,CO,USA,40.10,-102.24,False
2V6,Yuma Municipal,Yuma,CO,USA,40.10,-102.71,False
2W5,Maryland,Indian Head,MD,USA,38.60,-77.07,False
2W6,Captain Walter Francis Duke Regional,Leonardtown,MD,USA,38.32,-76.55,False
2Y3,Yakutat SPB,Yakutat,AK,USA,59.56,-139.74,False
2Y4,Rockwell City Municipal,Rockwell City,IA,USA,42.39,-94.62,False
31F,Gaines County,Seminole,TX,USA,32.68,-102.65,False
32M,Norfolk,Norfolk,MA,USA,42.13,-71.37,False
32S,Stevensville,Stevensville,MT,USA,46.53,-114.05,False
33J,Geneva Municipal,Geneva,AL,USA,31.06,-85.88,False
33M,Water Valley,Water Valley,MS,USA,34.17,-89.69,False
33N,Delaware Airpark,Dover,DE,USA,39.22,-75.60,False
33S,Pru,Ritzville,WA,USA,47.12,-118.39,False
34A,Laurens County,Laurens,SC,USA,34.51,-81.95,False
35A,Union County Troy Shelton,Union,SC,USA,34.69,-81.64,False
35D,Padgham,Allegan,MI,USA,42.53,-85.83,False
35S,Wasco State,Wasco,OR,USA,45.59,-120.67,False
36K,Lakin,Lakin,KS,USA,37.97,-101.26,False
36S,Happy Camp,Happy Camp,CA,USA,41.79,-123.39,False
36U,Heber City Municipal/Russ McDonald,Heber,UT,USA,40.48,-111.43,False
37T,Calico Rock-Izard County,Calico Rock,AR,USA,36.17,-92.15,False
37W,Harnett County,Erwin,NC,USA,35.38,-78.73,False
38A,Shaktoolik,Shaktoolik,AK,USA,64.36,-161.20,False
38S,Deer Lodge-City-County,Deer Lodge,MT,USA,46.39,-112.77,False
38U,Wayne Wonderland,Loa,UT,USA,38.36,-111.60,False
39N,Princeton,Princeton,NJ,USA,40.40,-74.66,False
3A0,Grove Hill Municipal,Grove Hill,AL,USA,31.69,-87.76,False
3A1,Folsom,Cullman,AL,USA,34.27,-86.86,False
3A2,New Tazewell Municipal,Tazewell,TN,USA,36.41,-83.56,False
3A3,Anson County,Wadesboro,NC,USA,35.02,-80.08,False
3AU,Augusta Municipal,Augusta,KS,USA,37.67,-97.08,False
3B0,Southbridge Municipal,Southbridge,MA,USA,42.10,-72.04,False
3B1,Greenville Municipal,Greenville,ME,USA,45.46,-69.55,False
3B2,Marshfield,Marshfield,MA,USA,42.10,-70.67,False
3B9,Chester,Chester,CT,USA,41.38,-72.51,False
3BS,Jack Barstow,Midland,MI,USA,43.66,-84.26,False
3CK,Lake In The Hills,Lake In The Hills,IL,USA,42.21,-88.32,False
3CM,James Clements Municipal,Bay City,MI,USA,43.55,-83.90,False
3CU,Cable Union,Cable,WI,USA,46.19,-91.25,False
3D2,Ephraim/Gibraltar,Ephraim,WI,USA,45.14,-87.19,False
3D4,Frankfort Dow Memorial,Frankfort,MI,USA,44.63,-86.20,False
3F3,De Soto Parish,Mansfield,LA,USA,32.07,-93.77,False
3F4,Vivian,Vivian,LA,USA,32.86,-94.01,False
3F7,Jones Memorial,Bristow,OK,USA,35.81,-96.42,False
3FM,Fremont Municipal,Fremont,MI,USA,43.44,-85.99,False
3FU,Faulkton Municipal,Faulkton,SD,USA,45.03,-99.12,False
3G3,Wadsworth Municipal,Wadsworth,OH,USA,41.00,-81.76,False
3G4,Ashland County,Ashland,OH,USA,40.90,-82.26,False
3G7,Williamson/Sodus,Williamson,NY,USA,43.23,-77.12,False
3GM,Grand Haven Memorial Airpark,Grand Haven,MI,USA,43.03,-86.20,False
3I2,Mason County,Point Pleasant,WV,USA,38.91,-82.10,False
3I7,Phillipsburg,Phillipsburg,OH,USA,39.91,-84.40,False
3J1,Ridgeland,Ridgeland,SC,USA,32.49,-80.99,False
3J7,Greene County Airpark,Greensboro,GA,USA,33.60,-83.14,False
3JC,Freeman,Junction City,KS,USA,39.04,-96.84,False
3K3,Syracuse-Hamilton County Municipal,Syracuse,KS,USA,37.99,-101.75,False
3K6,St Louis-Metro East,Troy/Marine/St. Louis,IL,USA,38.73,-89.81,False
3K7,Mark Hoard Memorial,Leoti,KS,USA,38.46,-101.35,False
3LC,Logan County,Lincoln,IL,USA,40.16,-89.33,False
3LF,Litchfield Municipal,Litchfield,IL,USA,39.17,-89.67,False
3M7,Lafayette Municipal,Lafayette,TN,USA,36.52,-86.06,False
3M8,North Pickens,Reform,AL,USA,33.39,-88.01,False
3M9,Warren Municipal,Warren,AR,USA,33.56,-92.09,False
3MY,Mt. Hawley Auxiliary,Peoria,IL,USA,40.80,-89.61,False
3N6,Old Bridge,Old Bridge,NJ,USA,40.33,-74.35,False
3N8,Mahnomen County,Mahnomen,MN,USA,47.26,-95.93,False
3ND0,Northwood Municipal,Northwood,ND,USA,47.72,-97.59,False
3O1,Gustine,Gustine,CA,USA,37.26,-120.96,False
3O3,Municipal,Purcell,OK,USA,34.98,-97.39,False
3O4,Sayre Municipal,Sayre,OK,USA,35.17,-99.66,False
3O5,Walters Municipal,Walters,OK,USA,34.37,-98.41,False
3O7,Hollister Municipal,Hollister,CA,USA,36.89,-121.41,False
3O9,Grand Lake Regional,Afton,OK,USA,36.58,-94.86,False
3R0,Beeville Municipal,Beeville,TX,USA,28.36,-97.79,False
3R1,Bay City Municipal,Bay City,TX,USA,28.97,-95.86,False
3R2,Le Gros Memorial,Crowley,LA,USA,30.16,-92.48,False
3R4,Hart,Many,LA,USA,31.54,-93.49,False
3R7,Jennings,Jennings,LA,USA,30.24,-92.67,False
3S4,Illinois Valley,Illinois Valley (Cave Junction),OR,USA,42.10,-123.68,False
3S8,Grants Pass,Grants Pass,OR,USA,42.51,-123.39,False
3S9,Condon State-Pauling,Condon,OR,USA,45.25,-120.17,False
3SG,Harry W Browne,Saginaw - H.Browne,MI,USA,43.43,-83.86,False
3SQ,St Charles,St Charles,MO,USA,38.85,-90.50,False
3T3,Boyceville Municipal,Boyceville,WI,USA,45.04,-92.03,False
3T5,Fayette Regional Air Center,La Grange,TX,USA,29.91,-96.95,False
3TR,Jerry Tyler Memorial,Niles,MI,USA,41.84,-86.23,False
3U3,Bowman,Anaconda,MT,USA,46.15,-112.87,False
3U7,Benchmark,Benchmark,MT,USA,47.48,-112.87,False
3U8,Big Sandy,Big Sandy,MT,USA,48.16,-110.11,False
3V4,Fort Morgan Municipal,Fort Morgan,CO,USA,40.33,-103.80,False
3WO,Shawano Municipal,Shawano,WI,USA,44.79,-88.56,False
3Y2,George L Scott Municipal,West Union,IA,USA,42.99,-91.79,False
3Y3,Winterset Madison County,Winterset,IA,USA,41.36,-94.02,False
3Z9,Haines SPB,Haines,AK,USA,59.23,-135.44,False
40J,Perry-Foley,Perry,FL,USA,30.07,-83.58,False
40N,Chester Cty-G O Carlson,Coatesville,PA,USA,39.98,-75.87,False
40U,Manila,Manila,UT,USA,40.99,-109.68,False
41U,Manti-Ephraim,Manti,UT,USA,39.33,-111.61,False
42A,Melbourne Municipal,Melbourne,AR,USA,36.07,-91.83,False
42C,White Cloud,White Cloud,MI,USA,43.56,-85.77,False
42J,Keystone Airpark,Keystone Heights,FL,USA,29.84,-82.05,False
42S,Poplar,Poplar,MT,USA,48.12,-105.18,False
43A,Montgomery County,Star,NC,USA,35.39,-79.79,False
44B,Dover/Foxcroft,Dover-Foxcroft,ME,USA,45.18,-69.23,False
44N,Sky Acres,Millbrook,NY,USA,41.71,-73.74,False
45J,Rockingham-Hamlet,Rockingham,NC,USA,34.89,-79.76,False
45OH,North Bass Island,North Bass Island,OH,USA,41.72,-82.82,False
45R,Kountz - Hawthorne,Kountze/Silsbee,TX,USA,30.34,-94.26,False
46A,Blairsville,Blairsville,GA,USA,34.86,-84.00,False
46D,Carrington Municipal,Carrington,ND,USA,47.45,-99.15,False
46N,Sky Park,Red Hook,NY,USA,41.98,-73.84,False
47A,Cherokee County,Canton,GA,USA,34.31,-84.42,False
47J,Cheraw Municipal,Cheraw,SC,USA,34.71,-79.96,False
47N,Central Jersey Regional,Manville,NJ,USA,40.52,-74.60,False
47V,Curtis Municipal,Curtis,NE,USA,40.64,-100.47,False
48A,Cochran,Cochran,GA,USA,32.40,-83.28,False
