key,name,city,state,country,lat,long,vip
OQU,Quonset State,North Kingstown,RI,USA,41.60,-71.41,False
OQW,Maquoketa Municipal,Maquoketa,IA,USA,42.05,-90.74,False
OR33,Boardman,Boardman,OR,USA,45.81,-119.82,False
ORB,Orr Regional,Orr,MN,USA,48.02,-92.86,False
ORC,Orange City Municipal,Orange City,IA,USA,42.99,-96.06,False
ORD,Chicago O'Hare International,Chicago,IL,USA,41.98,-87.90,True
ORE,Orange Municipal,Orange,MA,USA,42.57,-72.29,False
ORF,Norfolk International,Norfolk,VA,USA,36.89,-76.20,False
ORG,Orange County,Orange,TX,USA,30.07,-93.80,False
ORH,Worcester Regional,Worcester,MA,USA,42.27,-71.88,False
ORI,Port Lions,Port Lions,AK,USA,57.89,-152.85,False
ORL,Executive,Orlando,FL,USA,28.55,-81.33,False
ORS,Orcas Island,Eastsound,WA,USA,48.71,-122.91,False
ORT,Northway,Northway,AK,USA,62.96,-141.93,False
ORV,Robert(Bob) Curtis Memorial,Noorvik,AK,USA,66.83,-161.03,False
OSC,Oscoda - Wurtsmith,Oscoda,MI,USA,44.45,-83.38,False
OSH,Wittman Regional,Oshkosh,WI,USA,43.98,-88.56,False
OSU,Ohio State University,Columbus,OH,USA,40.08,-83.07,False
OSX,Kosciusko-Attala County,Kosciusko,MS,USA,33.09,-89.54,False
OTG,Worthington Municipal,Worthington,MN,USA,43.66,-95.58,False
OTH,North Bend Muni,North Bend,OR,USA,43.42,-124.25,False
OTM,Ottumwa Industrial,Ottumwa,IA,USA,41.11,-92.45,False
OTZ,Ralph Wien Memorial,Kotzebue,AK,USA,66.88,-162.60,False
OUN,University of Oklahoma Westheimer,Norman,OK,USA,35.25,-97.47,False
OVE,Oroville Municipal,Oroville,CA,USA,39.49,-121.62,False
OVO,North Vernon,North Vernon,IN,USA,39.05,-85.61,False
OVS,Boscobel,Boscobel,WI,USA,43.16,-90.67,False
OWA,Owatonna Degner Regional,Owatonna,MN,USA,44.12,-93.26,False
OWB,Owensboro-Daviess County,Owensboro,KY,USA,37.74,-87.17,False
OWD,Norwood Memorial,Norwood,MA,USA,42.19,-71.17,False
OWI,Ottawa Municipal,Ottawa,KS,USA,38.54,-95.25,False
OWK,Central Maine,Norridgewock,ME,USA,44.72,-69.87,False
OWX,Putnam County,Ottawa,OH,USA,41.04,-83.98,False
OXB,Ocean City,Ocean City,MD,USA,38.31,-75.12,False
OXC,Waterbury-Oxford,Oxford,CT,USA,41.48,-73.14,False
OXD,Miami University,Oxford,OH,USA,39.50,-84.78,False
OXI,Starke County,Knox,IN,USA,41.33,-86.66,False
OXR,Oxnard,Oxnard,CA,USA,34.20,-119.21,False
OXV,Knoxville Municipal,Knoxville,IA,USA,41.30,-93.11,False
OYM,St Marys Muni,St Marys,PA,USA,41.41,-78.50,False
OZA,Ozona Municipal,Ozona,TX,USA,30.74,-101.20,False
OZW,Livingston County,Howell,MI,USA,42.63,-83.98,False
P01,Ajo Municipal,Ajo,AZ,USA,32.45,-112.87,False
P04,Bisbee Municipal,Bisbee,AZ,USA,31.36,-109.88,False
P08,Coolidge Municipal,Coolidge,AZ,USA,32.94,-111.43,False
P13,San Carlos Apache,Globe,AZ,USA,33.35,-110.67,False
P14,Holbrook Municipal,Holbrook,AZ,USA,34.94,-110.14,False
P20,Avi Suquilla,Parker,AZ,USA,34.15,-114.27,False
P32,H.A. Clark Memorial,Williams,AZ,USA,35.30,-112.19,False
P33,Cochise County,Willcox,AZ,USA,32.25,-109.89,False
P45,Mount Pleasant-Scottdale,Mount Pleasant,PA,USA,40.11,-79.54,False
P52,Cottonwood,Cottonwood,AZ,USA,34.73,-112.04,False
P53,Rostraver,Monongahela,PA,USA,40.21,-79.83,False
PAE,Snohomish County,Everett,WA,USA,47.91,-122.28,False
PAH,Barkley Regional,Paducah,KY,USA,37.06,-88.77,False
PAK,Port Allen,Hanapepe,HI,USA,21.90,-159.60,False
PAN,Payson,Payson,AZ,USA,34.26,-111.34,False
PAO,Palo Alto Arpt of Santa Clara Co,Palo Alto,CA,USA,37.46,-122.12,False
PAQ,Palmer Municipal,Palmer,AK,USA,61.59,-149.09,False
PBF,Grider,Pine Bluff,AR,USA,34.17,-91.93,False
PBH,Price County,Phillips,WI,USA,45.71,-90.40,False
PBI,Palm Beach International,West Palm Beach,FL,USA,26.68,-80.10,False
PBV,St. George,St. George,AK,USA,56.58,-169.66,False
PCK,Porcupine Creek,Porcupine Creek,AK,USA,67.24,-150.29,False
PCM,Plant City Municipal,Plant City,FL,USA,28.00,-82.16,False
PCW,Carl R. Keller,Port Clinton,OH,USA,41.52,-82.87,False
PCZ,Waupaca Municipal,Waupaca,WI,USA,44.33,-89.02,False
PDC,Prairie Du Chien Municipal,Prairie Du Chien,WI,USA,43.02,-91.12,False
PDK,Dekalb-Peachtree,Atlanta,GA,USA,33.88,-84.30,False
PDT,Eastern Oregon Regional At Pendleton,Pendleton,OR,USA,45.70,-118.84,False
PDX,Portland Intl,Portland,OR,USA,45.59,-122.60,False
PEA,Pella Municipal,Pella,IA,USA,41.40,-92.95,False
PEC,Pelican SPB,Pelican,AK,USA,57.96,-136.24,False
PEO,Penn Yan,Penn Yan,NY,USA,42.64,-77.05,False
PEQ,Pecos Municipal,Pecos City,TX,USA,31.38,-103.51,False
PEZ,Pleasanton Municipal,Pleasanton,TX,USA,28.95,-98.52,False
PFN,Panama City-Bay County International,Panama City,FL,USA,30.21,-85.68,False
PGA,Page Municipal,Page,AZ,USA,36.93,-111.45,False
PGD,Charlotte County,Punta Gorda,FL,USA,26.92,-81.99,False
PGM,Port Graham,Port Graham,AK,USA,59.35,-151.83,False
PGR,Kirk,Paragould,AR,USA,36.06,-90.51,False
PGV,Pitt-Greenville,Greenville,NC,USA,35.64,-77.39,False
PHD,Harry Clever,New Philadelphia,OH,USA,40.47,-81.42,False
PHF,Newport News/Williamsburg International,Newport News,VA,USA,37.13,-76.49,False
PHG,Phillipsburg Municipal,Phillipsburg,KS,USA,39.74,-99.32,False
PHH,Andrews Municipal,Andrews,SC,USA,33.45,-79.53,False
PHK,Palm Beach County Glades,Pahokee,FL,USA,26.79,-80.69,False
PHL,Philadelphia Intl,Philadelphia,PA,USA,39.87,-75.24,False
PHN,St Clair County International,Port Huron,MI,USA,42.91,-82.53,False
PHO,Point Hope,Point Hope,AK,USA,68.35,-166.80,False
PHP,Philip,Philip,SD,USA,44.05,-101.60,False
PHT,Henry County,Paris,TN,USA,36.34,-88.38,False
PHX,Phoenix Sky Harbor International,Phoenix,AZ,USA,33.43,-112.01,False
PIA,Greater Peoria Regional,Peoria,IL,USA,40.66,-89.69,False
PIB,Hattiesburg-Laurel Regional,Hattiesburg-Laurel,MS,USA,31.47,-89.34,False
PIE,St. Petersburg-Clearwater International,St. Petersburg,FL,USA,27.91,-82.69,False
PIH,Pocatello Regional,Pocatello,ID,USA,42.91,-112.60,False
PIL,Port Isabel-Cameron County,Port Isabel,TX,USA,26.17,-97.35,False
PIM,Callaway Gardens-Harris County,Pine Mountain,GA,USA,32.84,-84.88,False
PIR,Pierre Regional,Pierre,SD,USA,44.38,-100.29,False
PIT,Pittsburgh International,Pittsburgh,PA,USA,40.49,-80.23,False
PIZ,Point Lay Dew Station,Point Lay,AK,USA,69.73,-163.01,False
PJY,Pinckneyville-Duquoin,Pinckneyville-Duquoin,IL,USA,37.98,-89.36,False
PKA,Napaskiak,Napaskiak,AK,USA,60.70,-161.78,False
PKB,Wood Cty/Gill Robb Wilson,Parkersburg,WV,USA,39.35,-81.44,False
PKD,Park Rapids Municipal,Park Rapids,MN,USA,46.90,-95.07,False
PKF,Park Falls Municipal,Park Falls,WI,USA,45.96,-90.42,False
PLB,Clinton Cty,Plattsburgh,NY,USA,44.69,-73.52,False
PLD,Portland Municipal,Portland,IN,USA,40.45,-84.99,False
PLN,Pellston Regional  of Emmet County,Pellston,MI,USA,45.57,-84.80,False
PLR,St Clair County,Pell City,AL,USA,33.56,-86.25,False
PMB,Pembina Municipal,Pembina,ND,USA,48.94,-97.24,False
PMD,Palmdale Production Flight,Palmdale,CA,USA,34.63,-118.08,False
PMH,Greater Portsmouth Regional,Portsmouth,OH,USA,38.84,-82.85,False
PMP,Pompano Beach Airpark,Pompano Beach,FL,USA,26.25,-80.11,False
PMV,Plattsmouth Municipal,Plattsmouth,NE,USA,40.95,-95.92,False
PMX,Metropolitan,Palmer,MA,USA,42.22,-72.31,False
PMZ,Plymouth Municipal,Plymouth,NC,USA,35.81,-76.76,False
PNA,Ralph Wenz,Pinedale,WY,USA,42.80,-109.81,False
PNC,Ponca City Municipal,Ponca City,OK,USA,36.73,-97.10,False
PNE,Northeast Philadelphia,Philadelphia,PA,USA,40.08,-75.01,False
PNM,Princeton Municipal,Princeton,MN,USA,45.56,-93.61,False
PNN,Princeton Municipal,Princeton,ME,USA,45.20,-67.56,False
PNP,Pilot Point,Pilot Point,AK,USA,57.58,-157.57,False
PNS,Pensacola Regional,Pensacola,FL,USA,30.47,-87.19,False
POC,Brackett,La Verne,CA,USA,34.09,-117.78,False
POF,Poplar Bluff Municipal,Poplar Bluff,MO,USA,36.77,-90.32,False
POH,Pocahontas Municipal,Pocahontas,IA,USA,42.74,-94.65,False
POU,Dutchess Cty,Poughkeepsie,NY,USA,41.63,-73.88,False
POY,Powell Muni,Powell,WY,USA,44.87,-108.79,False
PPA,Perry Lefors,Pampa,TX,USA,35.61,-101.00,False
PPC,Prospect Creek,Prospect Creek,AK,USA,66.81,-150.64,False
PPF,Tri City,Parsons,KS,USA,37.33,-95.51,False
PPG,Pago Pago International,Pago Pago,AS,USA,14.33,-170.71,False
PPO,La Porte Municipal,La Porte,IN,USA,41.57,-86.73,False
PPQ,Pittsfield Penstone Municipal,Pittsfield,IL,USA,39.64,-90.78,False
PQI,Northern Maine Regional,Presque Isle,ME,USA,46.69,-68.04,False
PQL,Trent Lott International,Pascagoula,MS,USA,30.46,-88.53,False
PQN,Pipestone Municipal,Pipestone,MN,USA,43.98,-96.30,False
PR03,Fajardo Harbor Seaplane Base,Fajardo,PR,USA,18.34,-65.62,False
PRB,Paso Robles Municipal,Paso Robles,CA,USA,35.67,-120.63,False
PRC,Ernest A. Love,Prescott,AZ,USA,34.65,-112.42,False
PRG,Edgar County,Paris,IL,USA,39.70,-87.67,False
PRN,Greenville Municipal,Greenville,AL,USA,31.85,-86.61,False
PRO,Perry Municipal,Perry,IA,USA,41.83,-94.16,False
PRX,Cox,Paris,TX,USA,33.64,-95.45,False
PSB,Mid-State,Philipsburg,PA,USA,40.88,-78.09,False
PSC,Tri-Cities,Pasco,WA,USA,46.26,-119.12,False
PSE,Mercedita,Ponce,PR,USA,18.01,-66.56,False
PSF,Pittsfield Municipal,Pittsfield,MA,USA,42.43,-73.29,False
PSG,James C. Johnson Petersburg,Petersburg,AK,USA,56.80,-132.95,False
PSK,New River Valley,Dublin,VA,USA,37.14,-80.68,False
PSM,Pease International Tradeport,Portsmouth,NH,USA,43.08,-70.82,False
PSN,Palestine Municipal,Palestine,TX,USA,31.78,-95.71,False
PSP,Palm Springs International,Palm Springs,CA,USA,33.83,-116.51,False
PSX,Palacios Municipal,Palacios,TX,USA,28.73,-96.25,False
PTB,Dinwiddie County,Petersburg,VA,USA,37.18,-77.51,False
PTD,Potsdam Muni-Damon,Potsdam,NY,USA,44.68,-74.95,False
PTH,Port Heiden,Port Heiden,AK,USA,56.96,-158.63,False
PTK,Oakland-Pontiac,Pontiac,MI,USA,42.67,-83.42,False
PTN,Harry P. Williams Memorial,Patterson,LA,USA,29.71,-91.34,False
PTS,Atkinson Municipal,Pittsburg,KS,USA,37.45,-94.73,False
PTT,Pratt Industrial,Pratt,KS,USA,37.70,-98.75,False
PTU,Platinum,Platinum,AK,USA,59.01,-161.82,False
PTV,Porterville Municipal,Porterville,CA,USA,36.03,-119.06,False
PTW,Pottstown Limerick,Pottstown,PA,USA,40.24,-75.56,False
PUB,Pueblo Memorial,Pueblo,CO,USA,38.29,-104.50,False
PUC,Carbon County,Price,UT,USA,39.61,-110.75,False
PUW,Pullman/Moscow Regional,Pullman/Moscow_ID,WA,USA,46.74,-117.11,False
PVB,Platteville Municipal,Platteville,WI,USA,42.69,-90.44,False
PVC,Provincetown Municipal,Provincetown,MA,USA,42.07,-70.22,False
PVD,Theodore F Green State,Providence,RI,USA,41.72,-71.43,False
PVF,Placerville,Placerville,CA,USA,38.72,-120.75,False
PVG,Hampton Roads Executive,Portsmouth,VA,USA,36.78,-76.45,False
PVJ,Pauls Valley Municipal,Pauls Valley,OK,USA,34.71,-97.22,False
PVU,Provo Muni,Provo,UT,USA,40.22,-111.72,False
PVW,Hale County,Plainview,TX,USA,34.17,-101.72,False
PWA,Wiley Post,Oklahoma City,OK,USA,35.53,-97.65,False
PWC,Pine River Regional,Pine River,MN,USA,46.72,-94.38,False
PWD,Sher-Wood,Plentywood,MT,USA,48.79,-104.53,False
PWG,McGregor Exectuive,Waco,TX,USA,31.48,-97.32,False
PWK,Palwaukee,Chicago/Wheeling/Prospect Heights,IL,USA,42.11,-87.90,False
PWM,Portland International Jetport,Portland,ME,USA,43.65,-70.31,False
PWT,Bremerton National,Bremerton,WA,USA,47.49,-122.76,False
PXE,Perry-Houston Couty,Perry,GA,USA,32.51,-83.77,False
PYG,Pageland,Pageland,SC,USA,34.74,-80.35,False
PYM,Plymouth Municipal,Plymouth,MA,USA,41.91,-70.73,False
PYX,Perryton Ochiltree County,Perryton,TX,USA,36.41,-100.75,False
PZQ,Presque Isle County,Rogers City,MI,USA,45.41,-83.81,False
Q00,Littlefield Municipal,Littlefield,TX,USA,33.92,-102.39,False
Q06,City of Tulia/Swisher County Municipal,Tulia,TX,USA,34.57,-101.78,False
Q14,San Juan Pueblo,Espanola,NM,USA,36.03,-106.05,False
Q16,Reserve,Reserve,NM,USA,33.70,-108.85,False
Q17,Boonville,Boonville,CA,USA,39.01,-123.38,False
Q21,Brownsville,Brownsville,CA,USA,39.46,-121.29,False
Q24,Levelland Municipal,Levelland,TX,USA,33.55,-102.37,False
Q25,Dinsmore,Dinsmore,CA,USA,40.49,-123.60,False
Q26,Terry County,Brownfield,TX,USA,33.17,-102.19,False
Q31,Sequoia,Visalia,CA,USA,36.45,-119.32,False
Q34,Portales Municipal,Portales,NM,USA,34.15,-103.41,False
Q35,Springerville Babbitt,Springerville,AZ,USA,34.13,-109.31,False
Q37,Carrizozo Municipal,Carrizozo,NM,USA,33.65,-105.90,False
Q41,Floydada Municipal,Floydada,TX,USA,34.00,-101.33,False
Q42,Springer Municipal,Springer,NM,USA,36.33,-104.62,False
Q44,Beaver Municipal,Beaver,OK,USA,36.80,-100.53,False
Q49,Firebaugh,Firebaugh,CA,USA,36.86,-120.46,False
Q53,Franklin,Franklin,CA,USA,38.30,-121.43,False
Q55,Dimmitt Municipal,Dimmitt,TX,USA,34.57,-102.32,False
Q58,Santa Rosa Municipal,Santa Rosa,NM,USA,34.93,-104.64,False
Q61,Georgetown,Georgetown,CA,USA,38.92,-120.86,False
Q68,Pine Mountain Lake,Groveland,CA,USA,37.86,-120.18,False
Q72,Hayfork,Hayfork,CA,USA,40.55,-123.18,False
Q84,Mendota,Mendota,CA,USA,36.76,-120.37,False
Q88,Paradise Skypark,Paradise,CA,USA,39.71,-121.62,False
Q94,Rio Linda,Rio Linda,CA,USA,38.68,-121.45,False
Q95,Ruth,Ruth,CA,USA,40.21,-123.30,False
Q99,South County  of Santa Clara Co,San Martin,CA,USA,37.08,-121.60,False
RAC,John H Batten,Racine,WI,USA,42.76,-87.81,False
RAL,Riverside Municipal,Riverside,CA,USA,33.95,-117.45,False
RAP,Rapid City Regional,Rapid City,SD,USA,44.05,-103.06,False
RBD,Redbird,Dallas,TX,USA,32.68,-96.87,False
RBE,Bassett Municipal,Bassett,NE,USA,42.57,-99.57,False
RBG,Roseburg Regional,Roseburg,OR,USA,43.24,-123.36,False
RBL,Red Bluff Municipal,Red Bluff,CA,USA,40.15,-122.25,False
RBW,Walterboro Municipal,Walterboro,SC,USA,32.92,-80.64,False
RBY,Ruby,Ruby,AK,USA,64.73,-155.47,False
RCA,Ellsworth AFB,,,USA,44.15,-103.10,False
RCR,Fulton County,Rochester,IN,USA,41.07,-86.18,False
RCX,Rusk County,Ladysmith,WI,USA,45.50,-91.00,False
RDD,Redding Municipal,Redding,CA,USA,40.51,-122.29,False
RDG,Reading Muni_Gen Carl A Spaatz,Reading,PA,USA,40.38,-75.97,False
RDK,Red Oak Municipal,Red Oak,IA,USA,41.01,-95.26,False
RDM,Roberts,Redmond,OR,USA,44.25,-121.15,False
RDR,Grand Forks AFB,,,USA,47.96,-97.40,False
RDU,Raleigh-Durham International,Raleigh,NC,USA,35.88,-78.79,False
RDV,Red Devil,Red Devil,AK,USA,61.79,-157.35,False
RED,Red Lodge,Red Lodge,MT,USA,45.19,-109.27,False
RFD,Greater Rockford,Rockford,IL,USA,42.20,-89.10,False
RFG,Refugio-Rooke,Refugio,TX,USA,28.29,-97.32,False
RGK,Red Wing Municipal,Red Wing,MN,USA,44.59,-92.48,False
RHI,Rhinelander-Oneida County,Rhinelander,WI,USA,45.63,-89.47,False
RHV,Reid-Hillview of Santa Clara Co,San Jose,CA,USA,37.33,-121.82,False
RIC,Richmond International,Richmond,VA,USA,37.51,-77.32,False
RID,Richmond Municipal,Richmond,IN,USA,39.76,-84.84,False
RIF,Richfield Muni,Richfield,UT,USA,38.74,-112.10,False
RIL,Garfield County Regional,Rifle,CO,USA,39.53,-107.73,False
RIU,Rancho Murieta,Rancho Murieta,CA,USA,38.49,-121.10,False
RIV,March,Riverside,CA,USA,33.88,-117.26,False
RIW,Riverton Regional,Riverton,WY,USA,43.06,-108.46,False
RKD,Knox County Regional,Rockland,ME,USA,44.06,-69.10,False
RKP,Aransas County,Rockport,TX,USA,28.09,-97.04,False
RKR,Robert S Kerr,Poteau,OK,USA,35.02,-94.62,False
RKS,Rock Springs-Sweetwater County,Rock Springs,WY,USA,41.59,-109.07,False
RKW,Rockwood Municipal,Rockwood,TN,USA,35.92,-84.69,False
RLD,Richland,Richland,WA,USA,46.31,-119.30,False
RME,Griffis Airpark,Rome,NY,USA,43.23,-75.41,False
RMG,Richard B Russell,Rome,GA,USA,34.35,-85.16,False
RMP,Rampart,Rampart,AK,USA,65.51,-150.14,False
RMY,Brooks,Marshall,MI,USA,42.25,-84.96,False
RNC,Warren County Memorial,McMinnville,TN,USA,35.70,-85.84,False
RNH,New Richmond Municipal,New Richmond,WI,USA,45.15,-92.54,False
RNM,Ramona,Ramona,CA,USA,33.04,-116.91,False
RNO,Reno/Tahoe International,Reno,NV,USA,39.50,-119.77,False
RNT,Renton Municipal,Renton,WA,USA,47.49,-122.22,False
RNV,Cleveland Municipal,Cleveland,MS,USA,33.76,-90.76,False
ROA,Roanoke Regional/ Woodrum,Roanoke,VA,USA,37.33,-79.98,False
ROC,Greater Rochester Int'l,Rochester,NY,USA,43.12,-77.67,False
ROG,Rogers Municipal-Carter,Rogers,AR,USA,36.37,-94.11,False
ROP,Prachinburi,,,Thailand,14.08,101.38,False
ROR,Babelthoup/Koror,,,Palau,7.37,134.54,False
ROS,Rush City Regional,Rush City,MN,USA,45.70,-92.95,False
ROW,Roswell Industrial Air Center,Roswell,NM,USA,33.30,-104.53,False
ROX,Roseau Municipal,Roseau,MN,USA,48.86,-95.70,False
RPB,Belleville Municipal,Belleville,KS,USA,39.82,-97.66,False
RPD,Rice Lake Regional-Carl's,Rice Lake,WI,USA,45.42,-91.77,False
RPX,Roundup,Roundup,MT,USA,46.47,-108.56,False
RQB,Roben-Hood,Big Rapids,MI,USA,43.72,-85.50,False
RQE,Window Rock,Window Rock,AZ,USA,35.65,-109.07,False
RRL,Merrill Municipal,Merrill,WI,USA,45.20,-89.71,False
RRT,Warroad Intl Swede Carlson,Warroad,MN,USA,48.94,-95.35,False
RSH,Russian Mission,Russian Mission,AK,USA,61.78,-161.32,False
RSL,Russell Municipal,Russell,KS,USA,38.87,-98.81,False
RSN,Ruston Regional,Ruston,LA,USA,32.51,-92.59,False
RST,Rochester International,Rochester,MN,USA,43.91,-92.50,False
RSV,Robinson Municipal,Robinson,IL,USA,39.02,-87.65,False
RSW,Southwest Florida International,Ft. Myers,FL,USA,26.54,-81.76,False
RTN,Raton Municipal/Crews,Raton,NM,USA,36.74,-104.50,False
RUE,Russellville Municipal,Russellville,AR,USA,35.26,-93.09,False
RUG,Rugby Municipal,Rugby,ND,USA,48.39,-100.02,False
RUQ,Rowan County,Salisbury,NC,USA,35.65,-80.52,False
RUT,Rutland State,Rutland,VT,USA,43.53,-72.95,False
RVJ,Reidsville,Reidsville,GA,USA,32.06,-82.15,False
RVL,Mifflin Cty,Reedsville,PA,USA,40.68,-77.63,False
RVN,Hawkins County,Rogersville,TN,USA,36.46,-82.89,False
RVS,Richard Lloyd Jones Jr.,Tulsa,OK,USA,36.04,-95.98,False
RWF,Redwood Falls Muni,Redwood Falls,MN,USA,44.55,-95.08,False
RWI,Rocky Mount Wilson,Rocky Mount,NC,USA,35.85,-77.89,False
RWL,Rawlins Muni,Rawlins,WY,USA,41.81,-107.20,False
RWN,Arens,Winamac,IN,USA,41.09,-86.61,False
RXE,Rexburg-Madison County,Rexburg,ID,USA,43.83,-111.81,False
RYN,Ryan,Tucson,AZ,USA,32.14,-111.17,False
RYV,Watertown Municipal,Watertown,WI,USA,43.17,-88.72,False
RYY,Cobb County-McCollum,Marietta,GA,USA,34.01,-84.60,False
RZL,Jasper County,Rensselaer,IN,USA,40.95,-87.18,False
RZN,Burnett County,Siren,WI,USA,45.82,-92.37,False
RZT,Ross County,Chillicothe,OH,USA,39.44,-83.02,False
RZZ,Halifax County,Roanoke Rapids,NC,USA,36.44,-77.71,False
S01,Conrad,Conrad,MT,USA,48.17,-111.98,False
S03,Ashland Muni-Sumner Parker,Ashland,OR,USA,42.19,-122.66,False
S05,Bandon State,Bandon,OR,USA,43.09,-124.41,False
S07,Bend Muni,Bend,OR,USA,44.09,-121.20,False
S10,Chelan Muni,Chelan,WA,USA,47.87,-119.94,False
S12,Albany Municipal,Albany,OR,USA,44.64,-123.06,False
S18,Forks,Forks,WA,USA,47.94,-124.39,False
S21,Sunriver,Sunriver,OR,USA,43.88,-121.45,False
S23,Ione Municipal,Ione,WA,USA,48.71,-117.41,False
S24,Sandusky Co,Fremont,OH,USA,41.30,-83.04,False
S25,Watford City Municipal,Watford City,ND,USA,47.80,-103.25,False
S27,Kalispell City,Kalispell,MT,USA,48.18,-114.30,False
S28,International Peace Garden,Dunseith,ND,USA,49.00,-100.04,False
S30,Lebanon State,Lebanon,OR,USA,44.53,-122.93,False
S31,Lopez Island,Lopez,WA,USA,48.48,-122.94,False
S32,Cooperstown Municipal,Cooperstown,ND,USA,47.42,-98.11,False
S33,City-County,Madras,OR,USA,44.67,-121.16,False
S34,Plains,Plains,MT,USA,47.47,-114.90,False
S39,Prineville,Prineville,OR,USA,44.29,-120.90,False
S40,Prosser,Prosser,WA,USA,46.21,-119.79,False
S43,Harvey,Snohomish,WA,USA,47.91,-122.11,False
S45,Siletz Bay State,Siletz Bay (Gleneden Beach),OR,USA,44.88,-124.03,False
S47,Tillamook,Tillamook,OR,USA,45.42,-123.81,False
S50,Auburn Municipal,Auburn,WA,USA,47.33,-122.23,False
S52,Methow Valley State,Winthrop,WA,USA,48.42,-120.15,False
S59,Libby,Libby,MT,USA,48.28,-115.49,False
S60,Kenmore Air Harbor Inc,Kenmore,WA,USA,47.75,-122.26,False
S64,Stanford,Stanford,MT,USA,47.15,-110.23,False
S66,Homedale Municipal,Homedale,ID,USA,43.61,-116.92,False
S67,Nampa Muni,Nampa,ID,USA,43.58,-116.52,False
S68,Orofino Municipal,Orofino,ID,USA,46.49,-116.28,False
S69,Lincoln,Lincoln,MT,USA,46.97,-112.64,False
S70,Othello Muni,Othello,WA,USA,46.79,-119.08,False
S71,Edgar G Obie,Chinook,MT,USA,48.59,-109.25,False
S72,St Maries Municipal,St Maries,ID,USA,47.33,-116.58,False
S73,Kamiah Municipal,Kamiah,ID,USA,46.22,-116.01,False
S80,Idaho County,Grangeville,ID,USA,45.94,-116.12,False
S83,Shoshone County,Kellogg,ID,USA,47.55,-116.19,False
S85,Big Sky,Culbertson,MT,USA,48.15,-104.50,False
S87,Weiser Municipal,Weiser,ID,USA,44.21,-116.96,False
S89,Craigmont Municipal,Craigmont,ID,USA,46.25,-116.48,False
S93,Cle Elum Municipal,Cle Elum,WA,USA,47.18,-120.88,False
S94,Whitman County Memorial,Colfax,WA,USA,46.86,-117.41,False
S97,Anderson,Brewster,WA,USA,48.10,-119.72,False
SAA,Shively,Saratoga,WY,USA,41.44,-106.82,False
SAC,Sacramento Executive,Sacramento,CA,USA,38.51,-121.49,False
SAD,Safford Regional,Safford,AZ,USA,32.85,-109.63,False
SAF,Santa Fe Municipal,Santa Fe,NM,USA,35.62,-106.09,False
SAN,San Diego International-Lindbergh,San Diego,CA,USA,32.73,-117.19,False
SAR,Sparta Community-Hunter,Sparta,IL,USA,38.15,-89.70,False
SAT,San Antonio International,San Antonio,TX,USA,29.53,-98.47,False
SAV,Savannah International,Savannah,GA,USA,32.13,-81.20,False
SAW,Sawyer,Gwinn,MI,USA,46.35,-87.40,False
SAZ,Staples Municipal,Staples,MN,USA,46.38,-94.81,False
SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.43,-119.84,False
SBD,San Bernardino International,San Bernardino,CA,USA,34.10,-117.23,False
SBM,Sheboygan County Memorial,Sheboygan,WI,USA,43.77,-87.85,False
SBN,South Bend Regional,South Bend,IN,USA,41.71,-86.32,False
SBO,Emanuel County,Swainsboro,GA,USA,32.61,-82.37,False
SBP,San Luis Obispo Co-McChesney,San Luis Obispo,CA,USA,35.24,-120.64,False
SBS,Steamboat Springs,Steamboat Springs,CO,USA,40.52,-106.87,False
SBU,Blue Earth Municipal,Blue Earth,MN,USA,43.60,-94.09,False
SBX,Shelby,Shelby,MT,USA,48.54,-111.87,False
SBY,Salisbury-Ocean City: Wicomico Regional,Salisbury,MD,USA,38.34,-75.51,False
SCB,Scribner State,Scribner,NE,USA,41.61,-96.63,False
SCC,Deadhorse,Deadhorse,AK,USA,70.19,-148.47,False
SCD,Merkel Field Sylacauga Municipal,Sylacauga,AL,USA,33.17,-86.31,False
SCE,University Park,,,USA,40.85,-77.85,False
SCH,Schenectady Cty,Schenectady,NY,USA,42.85,-73.93,False
SCK,Stockton Metro,Stockton,CA,USA,37.89,-121.24,False
SCM,Scammon Bay,Scammon Bay,AK,USA,61.84,-165.57,False
SCX,Scott Municipal,Oneida,TN,USA,36.46,-84.59,False
SD07,Bison Municipal,Bison,SD,USA,45.52,-102.47,False
SD10,Canton Municipal,Canton,SD,USA,43.31,-96.57,False
SD12,Wilder,De Smet,SD,USA,44.43,-97.56,False
SD16,Eureka Municipal,Eureka,SD,USA,45.80,-99.64,False
SD18,Flandreau Municipal,Flandreau,SD,USA,44.00,-96.59,False
SD22,Hoven Municipal,Hoven,SD,USA,45.26,-99.80,False
SD28,McLaughlin Municipal,McLaughlin,SD,USA,45.80,-100.78,False
SD32,Murdo Municipal,Murdo,SD,USA,43.85,-100.71,False
SD33,Parkston Municipal,Parkston,SD,USA,43.38,-97.97,False
SD34,Presho Municipal,Presho,SD,USA,43.91,-100.04,False
SDA,Shenandoah Municipal,Shenandoah,IA,USA,40.75,-95.41,False
SDF,Louisville International-Standiford,Louisville,KY,USA,38.17,-85.74,False
SDL,Scottsdale,Scottsdale,AZ,USA,33.62,-111.91,False
SDM,Brown  Municipal,San Diego,CA,USA,32.57,-116.98,False
SDP,Sand Point Municipal,Sand Point,AK,USA,55.32,-160.52,False
